소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
0325658270,인천광역시 서구 청라동 157-21 청라한신더휴커낼웨이,"인천광역시 서구 청라커낼로260번길 27, 청라한신더휴커낼웨이 2층 236~239호 (청라동)",22762,24시 더블유 동물의료센터,168769.960763554,447843.914787161
043-648-0750,충청북도 제천시 청전동 13-8,"충청북도 제천시 의림대로 285, 2층 (청전동)",27154,나라동물병원,307727.783823286,406321.830917642
,경상남도 창원시 진해구 용원동 1343-3 그린타워,"경상남도 창원시 진해구 신항4로 47-24, 그린타워 202호 (용원동)",51611,신항동물병원,365527.836055254,178027.256986067
,전라북도 진안군 진안읍 군상리 285-9,전라북도 진안군 진안읍 진장로 16,55432,한들동물병원(출장진료전문),239074.8838325,254791.631624209
042-710-7975,대전광역시 유성구 문지동 637-2,"대전광역시 유성구 엑스포로446번길 42, 101호 (문지동)",34050,아이케어 동물병원,236469.271315374,321763.005974814
032-566-7589,인천광역시 서구 가정동 619-7,"인천광역시 서구 염곡로464번길 15, 쓰리엠타워 2층 201,202호 (가정동)",22883,가온동물의료센터,170839.897244312,447179.679980723
055-333-9107,경상남도 김해시 율하동 1331-2 101호,경상남도 김해시 율하3로 77(율하동),51014,율하시티동물병원,365365.004386785,187662.640147103
02-952-9111,서울특별시 노원구 상계동 1025-31 1층,"서울특별시 노원구 동일로 1636, 1층 (상계동)",01630,나우동물의료센터,204836.915863427,463557.063006557
062-973-1255,광주광역시 광산구 쌍암동 655-2,"광주광역시 광산구 첨단중앙로 170, 1층 (쌍암동)",62274,이솝동물병원,185553.732211841,191253.597909839
,광주광역시 광산구 장덕동 1678 롯데쇼핑몰,"광주광역시 광산구 장신로 98, 롯데쇼핑몰 2층 (장덕동)",62225,웰니스동물병원(수완점),183530.641093884,187845.528746071
032-435-6333,인천광역시 미추홀구 주안동 929-16 보미 리즌빌,"인천광역시 미추홀구 경원대로 890, 101,111호 (주안동, 보미 리즌빌)",22143,24시퍼스트동물의료센터,172527.500008351,440045.06513816
,전라북도 순창군 쌍치면 쌍계리 283-3,"전라북도 순창군 쌍치면 쌍계로 49, 1층 1호",56008,소망동물병원,200255.436589363,222351.284584908
0438337588,충청북도 괴산군 청천면 청천리 65-3,충청북도 괴산군 청천면 청천3길 7,28063,마루동물병원,265845.834839525,351168.937170513
02-441-7585,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오 209호,"서울특별시 강동구 고덕로 399, 209호 (고덕동, 고덕센트럴푸르지오)",05222,고덕 동물의료센터,214956.131343654,450617.923583608
062-654-1275,광주광역시 남구 주월동 536-24 오즈동물병원,"광주광역시 남구 회재로 1158, 오즈동물병원 1층 (주월동)",61729,오즈동물병원,189748.579486405,181304.147691293
055-715-7582,경상남도 창원시 의창구 사림동 165-14,"경상남도 창원시 의창구 용동로 85, 한마음 빌딩 304호 (사림동)",51139,탑 동물병원,354744.207961162,194567.631214745
053-657-0959,대구광역시 남구 대명동 1057,"대구광역시 남구 대명로 72, 더원빌딩 2층 (대명동)",42484,박순석동물메디컬센터,341377.582220186,261000.404686793
,서울특별시 중구 신당동 855 신당 파인힐 하나유보라,"서울특별시 중구 왕십리로 407, B1-1호 (신당동, 신당 파인힐 하나유보라)",04580,24시SD동물영상의료센터,202131.747052459,451330.482879118
02-2039-0303,서울특별시 중구 신당동 855 신당 파인힐 하나유보라,"서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)",04580,24시SD동물의료센터성동,202131.747052459,451330.482879118
053-567-2475,대구광역시 달서구 감삼동 69-1,"대구광역시 달서구 달구벌대로 1601, 1층 (감삼동)",42640,대구24시라이프동물의료센터,339177.026837464,262436.02687444
0319708875,경기도 고양시 덕양구 행신동 762,"경기도 고양시 덕양구 충장로 14, 글로리아프라자  2층 201호 (행신동)",10526,아이편한 동물의료센터,185316.562388048,456868.289991954
,경기도 연천군 전곡읍 전곡리 293-14 3호동 1층,경기도 연천군 전곡읍 평화로 599-1,11027,태능동물병원,205773.600447462,502297.460330815
064-749-0302,제주특별자치도 제주시 외도일동 552-2,제주특별자치도 제주시 조공포길 27(외도일동),63071,마음동물병원,147361.952576884,-587.175696837861
02)946-0011,서울특별시 강북구 미아동 561-2 현대성우아파트,"서울특별시 강북구 삼양로24길 19, 현대성우아파트 102동 1층 109호 (미아동, 현대성우아파트)",01201,아이사랑동물병원 건강검진센터,201882.026836663,457207.459778606
,전라남도 영광군 영광읍 신하리 833-1,"전라남도 영광군 영광읍 대하길2길 4, 2층",57041,진리 동물병원,154230.47744404,197276.674896419
,경기도 화성시 반송동 90-2 서해더블루,"경기도 화성시 노작로 203, 2층 206호 (반송동, 서해더블루)",18453,도하동물병원,206564.449163755,411597.826518784
032-515-3375,인천광역시 부평구 삼산동 462-4 유림프라자 201호,"인천광역시 부평구 체육관로 20, 유림프라자 201호 (삼산동)",21344,삼산평생동물병원,176407.212389032,445157.869133323
031-523-2731,경기도 남양주시 별내동 974-1 동광 비즈타워 별내 415호,"경기도 남양주시 순화궁로 272, 동광 비즈타워 별내 415호 (별내동)",12106,팝애니랩,211348.256031066,461027.650120853
,전라남도 나주시 동수동 386-3,전라남도 나주시 동수농공단지길 76(동수동),58275,누리동물병원,171209.988390697,165136.958175739
052-936-0075,울산광역시 남구 야음동 717-2,울산광역시 남구 중앙로28번길 2(야음동),44755,수정동물병원,410251.340401678,227382.998551969
032-851-8119,인천광역시 연수구 송도동 10-7 220호,"인천광역시 연수구 하모니로178번길 22, 220호 (송도동)",22011,송도 클로버동물병원,168123.374869713,431284.384909565
,전라남도 고흥군 동강면 유둔리 209-3,전라남도 고흥군 동강면 원유둔1길 22-1,59502,소다온 동물병원,230444.523888541,142571.396280444
,전라북도 정읍시 시기동 82-10,전라북도 정읍시 정읍사로 512-2(시기동),56205,대영동물병원,187435.210895964,227705.310039188
,인천광역시 중구 중산동 1884-2,"인천광역시 중구 하늘중앙로195번길 20, 1층 104호 (중산동)",22397,리라동물병원,161146.030693635,443078.015957504
02-572-2772,서울특별시 강남구 개포동 158-8,"서울특별시 강남구 선릉로4길 13, 2층 (개포동)",06325,디아동물병원,205433.088647908,442288.846543022
054-760-2885,경상북도 경주시 천북면 신당리 915-21 경주시 동물보호센터,"경상북도 경주시 천북면 천북로 8-4, 경주시 동물보호센터",38043,경주시 동물사랑보호센터 동물병원,402054.277064002,268149.956475235
041-942-3118,충청남도 청양군 정산면 서정리 99-22 축협정산지소,"충청남도 청양군 정산면 서정2길 5, 축협정산지소",33351,청양축협 동물병원,195388.121843909,323497.61192268
,충청북도 진천군 이월면 신월리 364-37,충청북도 진천군 이월면 중미로 473-1,27816,애플벳 동물병원,240141.02829673,372099.579149182
032-563-1900,인천광역시 서구 청라동 127-2 1층,"인천광역시 서구 청라라임로 102, 1층 (청라동)",22735,라임동물병원,169303.485,448327.180000001
,전라남도 함평군 손불면 석창리 522-14,전라남도 함평군 손불면 석산로 333-63,57114,성실동물병원(출장진료전문동물병원),148355.383133366,178748.45364564
051-818-1101,부산광역시 부산진구 초읍동 203-17,부산광역시 부산진구 성지로 110-1(초읍동),47115,풍경동물병원,386858.342380953,188687.240923566
032-710-3175,인천광역시 연수구 송도동 19-1 커낼워크D2 SUMMER 211호,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 211호 (송도동)",22003,토비동물병원,167793.448241954,433082.055970154
031-8027-0975,"경기도 하남시 망월동 1125 미사역 파라곤 스퀘어, 2002,2002-1,2003호","경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 2층 2002,2002-1,2003호 (망월동)",12912,다나을동물병원,217057.174856799,451355.879802577
031-881-2279,경기도 여주시 교동 213-4,경기도 여주시 향교로 50(교동),12644,허그미동물병원,255663.473301719,420769.896353177
064-744-1128,제주특별자치도 제주시 노형동 2924-2,제주특별자치도 제주시 월광로 32(노형동),63105,노형 꿈 동물병원,150192.410813408,-1230.95973618488
0316555946,경기도 안성시 공도읍 양기리 298-8,"경기도 안성시 공도읍 서동대로 4486, 1층 1호",17558,슬기로운동물병원,217772.342933868,389702.003749343
02-2237-7582,서울특별시 중구 신당동 844 남산타운,"서울특별시 중구 다산로 32, 스포츠상가동 106-2호 (신당동, 남산타운)",04595,힐스타운 동물병원,200750.455125653,449638.824308081
032-710-5956,"인천광역시 남동구 구월동 1199-1 그랜드프라자 204,205호","인천광역시 남동구 구월남로 174, 그랜드프라자 2층 204,205호 (구월동)",21565,9월의 소원 동물병원,174188.43021921,438998.31938794
,충청북도 제천시 백운면 원월리 85-2,충청북도 제천시 백운면 천등박달로 1305,27104,강민동물병원(출장진료전문병원),290640.471137578,404294.828019541
027925455,서울특별시 용산구 이촌동 300-23 한강맨션,"서울특별시 용산구 이촌로 248, 31동 105-2호 (이촌동, 한강맨션)",04426,이상윤동물병원,197722.571038558,446344.591216568
,서울특별시 강남구 청담동 100-17 502호,"서울특별시 강남구 압구정로 445, 5층 502호 (청담동)",06010,라퓨클레르 동물피부클리닉,204006.088316959,447146.536071146
031-657-7778,경기도 안성시 공도읍 승두리 60-10 101호,"경기도 안성시 공도읍 공도로 116-16, 101호",17562,한마음동물의료원,215339.631567845,388643.656065943
,경상남도 양산시 동면 내송리 870-3,경상남도 양산시 동면 내송내안2길 13,50644,사송 동물 메디컬센터,,
031-911-7577,경기도 고양시 일산서구 대화동 2239 KINTEX ZONE,"경기도 고양시 일산서구 중앙로 1547, KINTEX ZONE 203,204호 (대화동)",10380,정창수외과동물병원,177837.471764641,463631.424521537
031-970-7765,경기도 고양시 덕양구 토당동 870-5,경기도 고양시 덕양구 토당로 4(토당동),10510,탑동물병원,184411.913479589,457246.336206171
,경상북도 예천군 지보면 소화리 912-43,경상북도 예천군 지보면 지보로 184,36853,행운동물병원,324061.104977441,338935.766158536
054-612-2475,경상북도 포항시 남구 효자동 587,경상북도 포항시 남구 효성로93번길 4(효자동),37835,24시 포항 이음동물의료센터,411285.995659502,280970.940412177
,경기도 파주시 적성면 구읍리 162-7,경기도 파주시 적성면 감악산로 1230,10803,통일산업동물병원(산업동물에 대한 출장진료를 전문으로 함),193537.260271996,494837.9241089
,서울특별시 용산구 한강로3가 98,"서울특별시 용산구 서빙고로 17, 헤링턴스퀘어 센트럴파크 몰동 1146, 1147호 (한강로3가)",04387,에스동물병원,197056.728931087,447077.126289262
02-2650-8275,서울특별시 양천구 신정동 321-6 센트럴프라자 203호,"서울특별시 양천구 목동서로 349, 센트럴프라자 203호 (신정동)",08095,공원옆동물의료센터,188039.543424546,446149.197185122
,경기도 안산시 단원구 원곡동 846-3 라성프라자,"경기도 안산시 단원구 화랑로 103, 라성프라자 C동 203호 (원곡동)",15382,조이 동물 재활클리닉,182294.985340242,425039.319016326
051-515-3179,부산광역시 금정구 장전동 615-6,"부산광역시 금정구 식물원로 38, 1층 (장전동)",46297,금빛동물병원,389697.631769027,193741.761380448
,전라북도 김제시 용지면 구암리 355-12,전라북도 김제시 용지면 황토로 754,54332,돈워리동물병원,195946.095877455,261558.736514885
031-8030-4462,경기도 여주시 상거동 380-4,경기도 여주시 명품1로 1-2(상거동),12658,경기도 반려동물 테마파크 동물병원,254294.98677137,415177.512538324
,충청북도 보은군 보은읍 교사리 87-16 101호,"충청북도 보은군 보은읍 정문고개길 2-1,   1층 101호",28943,수현동물병원,264219.462946066,332169.108811134
062-262-5535,광주광역시 북구 우산동 232-10 1층,"광주광역시 북구 동문대로 79, 1층 (우산동)",61194,말바우동물병원,192872.097145115,185795.706104298
031-353-7522,경기도 화성시 향남읍 하길리 1465-2 1동 205호,"경기도 화성시 향남읍 발안양감로 187, 1동 205호",18606,조이앤동물병원,192012.658168745,401627.876324313
,경기도 김포시 사우동 213-6 2층,"경기도 김포시 봉화로 38, 2층 (사우동)",10108,비마 클리닉,174689.749570345,457490.713226111
